brand,store_name,banner_stated,format,status,street,city,state,zip,phone,venue,source_url,format_basis,flag,correction,captured_on,source_file
Indochino,Mall of America,,own-door,open,Mall of America / 60 E Broadway,Minneapolis,MN,,(952) 814-0244,,https://www.indochino.com/showroom/minneapolis-mall-of-america,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Kansas City,,own-door,open,Country Club Plaza / 444 Nichols Rd.,Kansas City,MO,,(816) 631-3641,,https://www.indochino.com/showroom/kansascity,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,St. Louis,,own-door,open,1701 S Lindbergh Blvd.,St. Louis,MO,,(314) 227-9088,,https://www.indochino.com/showroom/plazafrontenac,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Charlotte,,own-door,open,3920 Sharon Road,Charlotte,NC,,(980) 301-0553,,https://www.indochino.com/showroom/charlotte-,brand-stated: standalone showroom,,"Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number. Published hours line disagrees with the brand's own structured hours on 1 day(s) (Sun: line says 11:00 AM-5:00 PM, structured says 10:00 AM-5:00 PM). Both recorded verbatim; neither corrected.",2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Garden State Plaza,,own-door,open,Garden State Plaza / One Garden State Plaza Blvd.,Paramus,NJ,,(551) 237-7613,,https://www.indochino.com/showroom/garden-state-plaza,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Short Hills,,own-door,open,The Mall at Short Hills / 1200 Morris Turnpike,Short Hills,NJ,,(973) 315-9685,,https://www.indochino.com/showroom/shorthills-,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Las Vegas,,own-door,open,Fashion Show Mall / 3200 S Las Vegas Blvd.,Las Vegas,NV,,(725) 500-0533,,https://www.indochino.com/showroom/lasvegas,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Buffalo,,own-door,open,1 Walden Galleria.,Buffalo,NY,,(716) 682-5865,,https://www.indochino.com/showroom/buffalo,brand-stated: standalone showroom,,"Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number. Published hours line disagrees with the brand's own structured hours on 7 day(s) (Mon: line says 10:00 AM-6:00 PM, structured says 10:00 AM-8:00 PM; Tue: line says 10:00 AM-6:00 PM, structured says 10:00 AM-8:00 PM; Wed: line says 10:00 AM-6:00 PM, structured says 10:00 AM-8:00 PM). Both recorded verbatim; neither corrected.",2026-09-06,indochino_classified_2026-09-06.csv
Indochino,SoHo,,own-door,open,424 Broome St.,New York,NY,,(212) 925-2631,,https://www.indochino.com/showroom/newyork,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,New York,,own-door,open,488 Madison Ave.,New York,NY,,(646) 915-0560,,https://www.indochino.com/showroom/madison,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Cleveland,,own-door,open,Pinecrest / 300 Park Ave.,Orange Village,OH,,(216) 285-3068,,https://www.indochino.com/showroom/cleveland,brand-stated: standalone showroom,,"Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number. Published hours line disagrees with the brand's own structured hours on 2 day(s) (Fri: line says 10:00 AM-9:00 PM, structured says 10:00 AM-8:00 PM; Sat: line says 10:00 AM-9:00 PM, structured says 10:00 AM-8:00 PM). Both recorded verbatim; neither corrected.",2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Columbus,,own-door,open,Easton Town Center / 3953 Easton Square Pl.,West Columbus,OH,,(380) 222-6171,,https://www.indochino.com/showroom/columbus,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Portland,,own-door,open,902 SW Yamhill St.,Portland,OR,,(971) 339-7379,,https://www.indochino.com/showroom/portland,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Washington Square,,own-door,open,Washington Square / 9585 SW Washington Square Rd.,Tigard,OR,,(971) 297-1500,,https://www.indochino.com/showroom/portlandwashingtonsquare,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,King of Prussia,,own-door,open,King of Prussia / 160 N Gulph Rd.,King of Prussia,PA,,(610) 233-0370,,https://www.indochino.com/showroom/philadelphia-king-of-prussia,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Philadelphia,,own-door,open,1519 Walnut Street,Philadelphia,PA,,(215) 665-1002,,https://www.indochino.com/showroom/philadelphia-,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Charleston,,own-door,open,206 King Street.,Charleston,SC,,(854) 260-2328,,https://www.indochino.com/showroom/charleston,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Nashville,,own-door,open,515 Merritt Ave,Nashville,TN,,(615) 981-8126,,https://www.indochino.com/showroom/nashville-,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Austin,,own-door,open,411 W 2nd Street,Austin,TX,,(737) 241-9313,,https://www.indochino.com/showroom/austin2,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,West Village,,own-door,open,3699 McKinney Ave.,Dallas,TX,,(682) 800-1281,,https://www.indochino.com/showroom/westvillage,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Fort Worth,,own-door,open,1701 River Run,Fort Worth,TX,,(682) 786-5397,,https://www.indochino.com/showroom/fortworth,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Houston,,own-door,open,The Galleria / 5085 Westheimer Rd.,Houston,TX,,(346) 360-1755,,https://www.indochino.com/showroom/houston,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Murray,,own-door,open,6191 S State St,Murray,UT,,(385) 513-2196,,https://www.indochino.com/showroom/murray,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Tysons,,own-door,open,Tysons Galleria / 2001 International Dr.,McLean,VA,,(703) 866-8995,,https://www.indochino.com/showroom/washington-dc,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Bellevue,,own-door,open,Bellevue Square / 1045 Bellevue Square,Bellevue,WA,,(425) 365-4018,,https://www.indochino.com/showroom/bellevuesquare,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Seattle,,own-door,open,1801 5th Ave.,Seattle,WA,,(206) 623-8310,,https://www.indochino.com/showroom/seattle,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Indochino,Hilldale,,own-door,open,702 N Midvale Blvd.,Madison,WI,,(608) 218-3911,,https://www.indochino.com/showroom/hilldaleshoppingcenter,brand-stated: standalone showroom,,Brand publishes no ZIP for any door (brand-wide). Dedupe fallback used: state + city + street number.,2026-09-06,indochino_classified_2026-09-06.csv
Industry of All Nations,,,own-door,open,61675 Twentynine Palms Hwy,Joshua Tree,CA,92252,,,https://industryofallnations.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Industry of All Nations,,,own-door,open,528 Hayes St,San Francisco,CA,94102,,,https://industryofallnations.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Industry of All Nations,,,own-door,open,1121 Abbot Kinney Blvd,Venice,CA,90291,,,https://industryofallnations.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Industry of All Nations,,,own-door,open,100 North 3rd St,Brooklyn,NY,11249,,,https://industryofallnations.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Industry of All Nations,,,own-door,open,232 Elizabeth St,New York,NY,10012,,,https://industryofallnations.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,Melrose Place,,own-door,open,8454 Melrose Place,Los Angeles,CA,90069,,Melrose Place,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,Palisades Village,,own-door,open,1056 North Swarthmore Avenue,Pacific Palisades,CA,90272,,Palisades Village,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,,,own-door,open,455 Jackson Street,San Francisco,CA,94111,,,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,Bal Harbour Shops,,own-door,open,"9700 Collins Avenue, 248",Bal Harbour,FL,33154,,Bal Harbour Shops,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,Miami Design District,,own-door,open,"175 N.E. 40th Street, Garden Lounge Building",Miami,FL,33137,,Miami Design District,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,,,own-door,open,469 Broome Street,New York,NY,10013,,,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,,,own-door,open,677 Madison Avenue,New York,NY,10065,,,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isabel Marant,NorthPark Center,,own-door,open,"8687 North Central Expressway, Suite C1-521",Dallas,TX,75225,,NorthPark Center,https://www.isabelmarant.com/us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isaia,,,own-door,open,9527 Brighton Way,Beverly Hills,CA,90210,,,https://www.isaia.us/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isaia,,,own-door,open,140 Maiden Ln,San Francisco,CA,94108,,,https://www.isaia.us/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isaia,Bal Harbour Shops,,own-door,open,9700 Collins Ave #104,Bal Harbour,FL,33154,,Bal Harbour Shops,https://www.isaia.us/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isaia,,,own-door,open,305 Worth Ave,Palm Beach,FL,33480,,,https://www.isaia.us/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isaia,,,own-door,open,110 E Oak St,Chicago,IL,60611,,,https://www.isaia.us/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isaia,Wynn Plaza Shops,,own-door,open,"3121 Las Vegas Blvd S, Suite E4",Las Vegas,NV,89109,,Wynn Plaza Shops,https://www.isaia.us/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Isaia,,,own-door,open,819 Madison Ave,New York,NY,10021,,,https://www.isaia.us/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Jacquemus,,,own-door,open,1759 S Jameson Ln,Montecito,CA,93108,,,https://www.jacquemus.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Jacquemus,,,own-door,open,8804 Melrose Ave,West Hollywood,CA,90069,,,https://www.jacquemus.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Jacquemus,,,own-door,open,143 Spring Street,New York,NY,10012,,,https://www.jacquemus.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Scottsdale Fashion Square,,own-door,open,"7014 E Camelback Road, Space 1128",Scottsdale,AZ,85251,,Scottsdale Fashion Square,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,357 North Canon Drive,Beverly Hills,CA,90210,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,2007 Larkspur Landing Circle,Larkspur,CA,94939,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,143 N Robertson Boulevard,Los Angeles,CA,90048,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Malibu Lumber Yard,,own-door,open,"3939 Cross Creek Road, Suite E-100",Malibu,CA,90265,,Malibu Lumber Yard,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,1803 Westcliff Drive,Newport Beach,CA,92660,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Westfield UTC,,own-door,open,"4305 La Jolla Village Drive, Suite #2478",San Diego,CA,92122,,Westfield UTC,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,1221 Coast Village Road,Santa Barbara,CA,93108,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Brentwood Country Mart,,own-door,open,"225 26th Street, Suite 7",Santa Monica,CA,90402,,Brentwood Country Mart,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,"12109 Ventura Place, Unit A",Studio City,CA,91604,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,8914 Melrose Avenue,West Hollywood,CA,90069,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,312 S. Hunter Street,Aspen,CO,81611,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,1 Lafayette Court,Greenwich,CT,06830,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Bal Harbour Shops,,own-door,open,"9700 Collins Avenue, Suite 212",Bal Harbour,FL,33154,,Bal Harbour Shops,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Miami Design District,,own-door,open,3915 NE 1st Ave,Miami,FL,33137,,Miami Design District,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Royal Poinciana Plaza,,own-door,open,"340 Royal Poinciana Way, Suite M327",Palm Beach,FL,33480,,Royal Poinciana Plaza,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Plaza del Lago,,own-door,open,"1515 Sheridan Road, Unit 23",Wilmette,IL,60091,,Plaza del Lago,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,Wynn Las Vegas,,own-door,open,"3131 South Las Vegas Blvd, Suite #212",Las Vegas,NV,89109,,Wynn Las Vegas,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,56 Newtown Lane,East Hampton,NY,11937,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,1146 Madison Avenue,New York,NY,10028,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,257 Church St,New York,NY,10013,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,368 Bleecker Street,New York,NY,10014,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,60 Mercer Street,New York,NY,10013,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
James Perse,,,own-door,open,"4205 Buena Vista Street, Suite 190",Dallas,TX,75205,,,https://www.jamesperse.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Jil Sander,,,own-door,open,96 Greene Street,New York,NY,10012,,,https://www.jilsander.com/en-us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Jil Sander,,,own-door,open,"8687 N Central Expwy, Ste C1-518",Dallas,TX,75225,,,https://www.jilsander.com/en-us/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,225 Summit Blvd Ste 98,Birmingham,AL,35243,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,5919 Kavanaugh Blvd,Little Rock,AR,72207,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2502 E Camelback Rd Ste 134-A,Phoenix,AZ,85016,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,15220 North Scottsdale Rd Ste 160,Scottsdale,AZ,85254,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,7039 N. Oracle Rd,Tucson,AZ,85704,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1770 Ocean Ave,Carmel-By-The-Sea,CA,93921,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,411 Hartz Ave,Danville,CA,94526,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,7880 Girard Ave,La Jolla,CA,92037,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3547 Mt Diablo Blvd,Lafayette,CA,94549,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,17 1/2 N Santa Cruz Ave,Los Gatos,CA,95030,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,75 Throckmorton Ave,Mill Valley,CA,94941,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1253 Coast Village Rd,Montecito,CA,93108,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1300 1st Street Suite 317,Napa,CA,94559,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,972 Avocado Ave Ste 972,Newport Beach,CA,92660,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,73-375 El Paseo Ste L,Palm Desert,CA,92260,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,855 El Camino Real #35,Palo Alto,CA,94301,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2533 Mission St,San Marino,CA,91108,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1329 Montana Ave,Santa Monica,CA,90403,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2701 E 3rd Ave,Denver,CO,80206,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1020 Boston Post Rd,Darien,CT,06820,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3 Main St,Essex,CT,06426,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,55 East Putnam Ave,Greenwich,CT,06830,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,5 West St,Litchfield,CT,06759,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,704 Boston Post Rd,Madison,CT,06443,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,116 Elm St,New Canaan,CT,06840,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,391 Main St,Ridgefield,CT,06877,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,342 Pequot Ave,Southport,CT,06890,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,981 Farmington Ave,West Hartford,CT,06107,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,382 Post Road East,Westport,CT,06880,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3278 M St NW,Washington,DC,20007,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,4021 Kennett Pike,Greenville,DE,19807,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,400-490 Indian Rocks Road,Belleair Bluffs,FL,33770,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,360 Park Ave,Boca Grande,FL,33921,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,426 Plaza Real,Boca Raton,FL,33432,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,14830 Captiva Drive Unit 240,Captiva,FL,33924,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,519 E Atlantic Ave,Delray Beach,FL,33483,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,495 Grand Blvd,Destin,FL,32550,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,4800 1st Coast Hwy Space 420,Fernandina Beach,FL,32034,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,6921 Daniels Parkway Suite 165,Ft Myers,FL,33912,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,808 E Las Olas Blvd,Ft. Lauderdale,FL,33301,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,11770 SE Dixie Hwy,Hobe Sound,FL,33455,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,8165 Avalon Blvd,Alpharetta,GA,30009,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,4300 Paces Ferry Rd Suite 111,Atlanta,GA,30339,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,600 Sea Island Rd,St. Simons,GA,31522,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
