brand,tee_url,polo_url,dress_shirt_url,jeans_url,dress_pants_url,sweater_url,outerwear_url,shoes_url,site_domain,search_url_on_file,source,note
Brax,NC,NC,NC,https://www.brax.com/en/us/c/411384031/men/clothing/jeans,https://www.brax.com/en/us/c/411384029/men/clothing/pants,NC,NC,NONE,brax.com,https://www.brax.com/en/us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.brax.com","Routes: NC 5, cat 1, parent 1. US store is www.brax.com/en/us. It carries men's bottoms only (pants/jeans/chinos/bermudas) - tops, knitwear, outerwear not sold in US store (EU stores carry them). search_url_on_file is live but returns fuzzy results (q=polo -> women's trousers), no gender facet in URL. tee NC: US store (brax.com/en/us) men's nav is pants-only (Pants, Jeans, Chinos, Bermudas); garment not offered in US store; men's-filtere || polo NC: US store (brax.com/en/us) men's nav is pants-only (Pants, Jeans, Chinos, Bermudas); garment not offered in US store; men's-filtere || dress_shirt NC: US store (brax.com/en/us) men's nav is pants-only (Pants, Jeans, Chinos, Bermudas); garment not offered in US store; men's-filtere || dress_pants (parent): no dress-pants category; men's Pants is the parent (tailored trousers + chinos + some 5-pocket/jean styles mixed) || sweater NC: US store (brax.com/en/us) men's nav is pants-only (Pants, Jeans, Chinos, Bermudas); garment not offered in US store; men's-filtere || outerwear NC: US store (brax.com/en/us) men's nav is pants-only (Pants, Jeans, Chinos, Bermudas); garment not offered in US store; men's-filtere"
Hartford,https://hartford.fr/en-us/collections/t-shirts-polos-homme,https://hartford.fr/en-us/collections/t-shirts-polos-homme,https://hartford.fr/en-us/collections/chemises-homme,NONE,https://hartford.fr/en-us/collections/pantalons-homme,https://hartford.fr/en-us/collections/pulls-sweatshirts-homme,https://hartford.fr/en-us/collections/vestes-manteaux-hommes,NONE,hartford.fr,https://hartford.fr/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: hartford.fr","Routes: parent 3, coll 2, cat 1. Shopify store hartford.fr with /en-us locale prefix (USD); French handles (-homme). search_url_on_file is standard Shopify search, live but no gender facet. tee (parent): mixed T-shirts & Polos men's nav category (includes henleys); no tee-only nav category || polo (parent): mixed T-shirts & Polos men's nav category; polo-only collections exist only as fabric SEO facets (polos-pique-de-coton-homme etc.) || dress_shirt (coll): brand has no dress-shirt category; men's Shirts (casual button-ups: flannel, oxford, poplin) || dress_pants (coll): no dress-pants category; men's Pants = chinos/corduroy/casual trousers || sweater (parent): nav category is Sweaters & Sweatshirts (mixed); first 12 are knitwear/knit vests"
Our Legacy,https://www.ourlegacy.com/mens/jersey,NC,https://www.ourlegacy.com/mens/shirting,https://www.ourlegacy.com/mens/jeans,https://www.ourlegacy.com/mens/trousers,https://www.ourlegacy.com/mens/knitwear,https://www.ourlegacy.com/mens/outerwear,https://www.ourlegacy.com/footwear/mens-footwear,ourlegacy.com,https://www.ourlegacy.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.ourlegacy.com","Routes: cat 6, parent 1, NC 1. www.ourlegacy.com serves USD prices without locale prefix. search_url_on_file (/search?q=) redirects to /?q= homepage with no results - dead. Men's nav also has a Work Shop (Dickies collab) section, ignored. tee (parent): men's Jersey category mixes tees, longsleeves, sweatshirts, hoodies; no tee-only category || polo NC: no polo category; polos appear only as a single knit polo in Knitwear; site search (search?q=polo) redirects to home /?q=polo with || dress_shirt (cat): no dress-shirt category; men's Shirting = button-ups (mostly casual/printed) || dress_pants (cat): no dress-pants category; men's Trousers = tailored trousers + chinos (Suiting category is blazers only) || outerwear (cat): includes a blazer (Pack Blazer) at tile 9"
Auralee,https://auralee.jp/item?category_id=507,https://auralee.jp/item?category_id=3&freeword=polo,https://auralee.jp/item?category_id=505,https://auralee.jp/item?category_id=506,https://auralee.jp/item?category_id=506,https://auralee.jp/item?category_id=504,https://auralee.jp/item?category_id=503,https://auralee.jp/item?category_id=508,auralee.jp,https://auralee.jp/item?freeword=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: auralee.jp","Routes: parent 5, cat 2, search 1. auralee.jp with Country/Region set to United States shows USD prices ('Duties & Taxes Included'); men's categories are query-param URLs item?category_id=503-508 (Men=3, Women=4). search_url_on_file (item?freeword=) is live; adding category_id=3 scopes it to men. tee (parent): mixed Tee and Sweatshirts men's category; category_id param is essential (no slug URLs on this site) || polo (search): no polo category; men's-scoped freeword search (category_id=3 = Men) returns only 2 items, both knit polos (autumn season; cotton  || dress_shirt (parent): no dress-shirt category; men's 'Shirts and tops' = button-up shirts (first 10 all shirts) || jeans (parent): no jeans category; men's Pants mixes slacks and denim 5P pants || dress_pants (parent): no dress-pants category; men's Pants led by wool slacks, mixed with denim/moleskin || shoes (parent): no shoes-only category; men's 'Shoes and accessories' - first 6 tiles shoes, then bags"
Ami Paris,https://www.amiparis.com/en-us/collections/men-t-shirts-and-polos,https://www.amiparis.com/en-us/collections/men-t-shirts-and-polos,https://www.amiparis.com/en-us/collections/men-shirts,https://www.amiparis.com/en-us/collections/men-pants,https://www.amiparis.com/en-us/collections/men-pants,https://www.amiparis.com/en-us/collections/men-sweaters-and-cardigans,https://www.amiparis.com/en-us/collections/men-jackets-and-coats,https://www.amiparis.com/en-us/collections/men-sneakers,amiparis.com,https://www.amiparis.com/us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.amiparis.com","Routes: parent 4, cat 4. US store is https://www.amiparis.com/en-us (Shopify). search_url_on_file /us/search?q= loads but serves French-language UI, not the en-us store -> wrong locale. Many tees/knits are described 'Unisex product' but filed in MEN's categories and sized men's (R1). No stable men's shoes parent: nav 'View all' under Shoes points to men-new-shoes (New slug); footwear split into Sneakers and Leather Shoes. tee (parent): Mixed category 'T-shirts & Polos' = parent; no separate tee-only collection. Some items flagged 'Unisex product' but filed under m || polo (parent): Mixed 'T-shirts & Polos' category = parent; no polo-only men's collection exists. || dress_shirt (cat): Brand has no dress-shirt category; Shirts (button-ups) used, includes a few overshirts. || jeans (parent): No men's jeans-only collection (men-denim is a fabric edit mixing denim shirts/jackets/jeans), so men-pants parent used; jeans are || dress_pants (parent): No dress-pants category; trousers/chinos sit in the men-pants parent alongside jeans. || sweater (cat): Knitwear category (sweaters & cardigans). || outerwear (cat): Jackets & coats; includes overshirts. || shoes (cat): No stable men's shoes parent: nav 'View all' under Shoes = men-new-shoes (New slug, unstable) and there is no men-shoes collection"
Todd Snyder,https://www.toddsnyder.com/collections/mens-tshirts-henleys-tanks,https://www.toddsnyder.com/collections/mens-polos,https://www.toddsnyder.com/collections/mens-dress-shirts,https://www.toddsnyder.com/collections/mens-jeans,https://www.toddsnyder.com/collections/mens-dress-pants,https://www.toddsnyder.com/collections/mens-sweaters,https://www.toddsnyder.com/collections/mens-outerwear,https://www.toddsnyder.com/collections/mens-footwear,toddsnyder.com,https://www.toddsnyder.com/search?q=,"Live read in Chrome 2026-09-19 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json / /products/<h>.js where Shopify. Store root https://www.toddsnyder.com","Route: men's collections (mens- handles; non-mens duplicates like /collections/shirts avoided), all 8. Men's-only brand. Domain correct (www.). tee collection = tees+henleys+tanks (no tee-only); polos include sweater polos; dress_pants = dress pants and trousers; shoes include ASICS/New Balance collabs."
Boglioli,https://www.bogliolimilano.com/en-us/collections/t-shirts-1,https://www.bogliolimilano.com/en-us/collections/short-sleeve-polo,https://www.bogliolimilano.com/en-us/collections/shirts,NC,https://www.bogliolimilano.com/en-us/collections/trousers,https://www.bogliolimilano.com/en-us/collections/knitwear,https://www.bogliolimilano.com/en-us/collections/outerwear,NONE,bogliolimilano.com,https://www.bogliolimilano.com/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.bogliolimilano.com","Routes: cat 6, NC 1. Men's-only brand (site nav has only MAN; no women's line), Shopify on www.bogliolimilano.com/en-us. search_url_on_file works (/en-us/search?q=polo returns polos). Note: every collection page renders 4 promo tiles for B-LINE SUITS above the grid; the real listing follows and is what was read. No denim/jeans in catalogue (search 'denim'/'jeans' returns only denim shirts + one denim jacket). tee (cat): Men's-only brand so the plain T-shirts collection is the men's listing. || polo (cat): Only polo collection on site is 'short-sleeve-polo'; men's-only brand. || dress_shirt (cat): No separate dress-shirt category; Shirts (button-ups) used, includes a few denim/western shirts. Men's-only brand. || jeans NC: appears not to make - no denim jeans in the catalogue (only denim shirts/jacket) || dress_pants (cat): Tailored trousers category (no separate 'dress pants' naming); men's-only brand. || sweater (cat): Knitwear category; men's-only brand. || outerwear (cat): Outerwear category (coats also split into /collections/cappotti; 'jackets' on this site means tailored blazers)."
Peserico,https://us.peserico.com/collections/mens-t-shirts-polos,NC,https://us.peserico.com/collections/mens-shirts,https://us.peserico.com/collections/denim-man,https://us.peserico.com/collections/mens-trousers,https://us.peserico.com/collections/mens-knitwear,https://us.peserico.com/collections/mens-outerwear,https://us.peserico.com/collections/mens-shoes,it.peserico.com,https://it.peserico.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: us.peserico.com","Routes: cat 4, coll 2, parent 1, NC 1. site_domain it.peserico.com is the Italian EUR store (/en-us 404s); real US store is us.peserico.com (Shopify peserico-us, USD). search_url_on_file (it.peserico.com/search) still works but is the Italian store. Note us.peserico.com/collections/denim is WOMEN's denim; use denim-man. tee (parent): T-shirts & polos combined collection (currently only tees) || polo NC: appears not to make (no men's polos currently stocked in US store; combined tees&polos collection has none) || dress_shirt (coll): shirts collection mixes dress/poplin with casual (flannel, corduroy, denim); no separate dress-shirt category || jeans (coll): small men's denim collection includes 1 denim jacket; only 3 products || dress_pants (cat): trousers category mixes wool dress trousers, chinos and joggers || outerwear (cat): includes vests || shoes (cat): only 6 products"
Ring Jacket,NC,NC,https://www.ringjacket.co.jp/c/shirt,NC,https://www.ringjacket.co.jp/c/pants,https://www.ringjacket.co.jp/c/knit,https://www.ringjacket.co.jp/c/coat,NONE,ringjacket.co.jp,https://www.ringjacket.co.jp/p/search?keyword=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.ringjacket.co.jp","Routes: cat 4, NC 3. Japanese store only (JPY, Japanese-language; international via WorldShopping) - no US store exists. Men's-only brand. search_url_on_file /p/search?keyword= works. tee NC: appears not to make || polo NC: appears not to make (only a polo-collar knit cardigan) || dress_shirt (cat): men's-only brand; shirt category mostly dress shirts with some casual shirts (subcats: tab, wide, casual, button-down, long/short  || jeans NC: appears not to make || dress_pants (cat): men's-only brand || sweater (cat): men's-only brand || outerwear (cat): men's-only brand; coats only (2 items). Jackets/blousons are a separate category https://www.ringjacket.co.jp/c/blouson (leather c"
Drake's,https://us.drakes.com/collections/t-shirts,https://us.drakes.com/collections/polos,https://us.drakes.com/collections/formal-shirts,https://us.drakes.com/collections/jeans,https://us.drakes.com/collections/suit-trousers,https://us.drakes.com/collections/knitwear,https://us.drakes.com/collections/coats-jackets,https://us.drakes.com/collections/footwear,us.drakes.com,https://www.drakes.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: us.drakes.com","Routes: cat 5, coll 3. US Shopify store drakes-us. Men's-only brand (no women's products in products.json). search_url_on_file www.drakes.com/search?q= redirects to us.drakes.com search and works. tee (coll): men's-only brand; t-shirts collection may include a few short-sleeve print/stripe tops || polo (coll): men's-only brand; /collections/polos is a live collection not linked in the menu (menu links polos-sweatshirts, a mixed parent); i || dress_shirt (cat): men's-only brand || jeans (coll): men's-only brand; /collections/jeans not in menu (menu 'Denim' /collections/denim mixes jeans with denim shirts and jackets) || dress_pants (cat): men's-only brand; tailoring trousers incl. corduroy/moleskin || sweater (cat): men's-only brand; Beams F collab items included || outerwear (cat): men's-only brand || shoes (cat): men's-only brand; includes Paraboot/New Balance collab pairs sold on Drake's store"
John Smedley,https://www.johnsmedley.com/en-us/t-shirts,https://www.johnsmedley.com/en-us/polo-shirts,NONE,NONE,NONE,https://www.johnsmedley.com/en-us/jumpers,https://www.johnsmedley.com/en-us/jackets,NONE,johnsmedley.com,https://www.johnsmedley.com/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.johnsmedley.com","Routes: cat 4. US locale /en-us (USD). Men's categories are the top-level unprefixed paths (/en-us/polo-shirts etc.), women's under /en-us/womenswear. search_url_on_file works. tee (cat): men's is the default (un-prefixed) range, womenswear lives under /en-us/womenswear; a few 'Unisex Fit' items filed in men's (R1);  || polo (cat): R1: unisex-fit items filed in men's polo category || sweater (cat): cardigans are a separate men's category https://www.johnsmedley.com/en-us/cardigans || outerwear (cat): knitted jackets (merino/cashmere knit outerwear, some overshirt/waistcoat styles) - brand makes no woven coats; R1 unisex items pr"
Gran Sasso,https://shop.gransasso.it/en/t-shirts-men-ss,https://shop.gransasso.it/en/polos-and-skipper-men-ss,https://shop.gransasso.it/en/shirts-men-ss,NONE,https://shop.gransasso.it/en/trousers-men-fw,https://shop.gransasso.it/en/knitwear-men-fw,https://shop.gransasso.it/en/outerwear-men-fw,https://shop.gransasso.it/en/shoes-men-fw,shop.gransasso.it,https://shop.gransasso.it/en/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: shop.gransasso.it","Routes: cat 7. Single global store with 'Ship to United States' selected (no separate US domain). Men's categories are split into FW and SS season lines (-men-fw / -men-ss slugs). search_url_on_file /en/search?q= works (redirects to /en/filterSearch). Titles carry no gender; relied on men's nav placement. tee (cat): SS line category (FW line only has mixed 'Polos, shirts and t-shirts' parent https://shop.gransasso.it/en/polos-shirts-and-t-shirt || polo (cat): SS line category; slug carries season-line suffix (-men-fw / -men-ss); these are persistent season-line categories (not year-dated || dress_shirt (cat): brand has no dress-shirt category; casual/knit shirts only, small listing includes one polo; FW shirts are in mixed parent polos-s || dress_pants (cat): no dress-pants category; trousers mix pleated wool trousers with cargo pants; slug carries season-line suffix (-men-fw / -men-ss); || sweater (cat): knitwear includes knit polos/bombers; slug carries season-line suffix (-men-fw / -men-ss); these are persistent season-line catego || outerwear (cat): includes knit jackets and overshirts; slug carries season-line suffix (-men-fw / -men-ss); these are persistent season-line catego || shoes (cat): only 2 styles (multiple colour tiles); slug carries season-line suffix (-men-fw / -men-ss); these are persistent season-line categ"
Johnstons of Elgin,https://johnstonsofelgin.com/en-us/collections/mens-polo-shirts-t-shirts,https://johnstonsofelgin.com/en-us/collections/mens-polo-shirts-t-shirts,NC,NONE,https://johnstonsofelgin.com/en-us/collections/mens-cashmere-joggers-trousers,https://johnstonsofelgin.com/en-us/collections/mens-knitwear,https://johnstonsofelgin.com/en-us/collections/mens-outerwear,NONE,johnstonsofelgin.com,https://johnstonsofelgin.com/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: johnstonsofelgin.com","Routes: cat 3, parent 2, NC 1. US store https://johnstonsofelgin.com/en-us (Shopify); www. redirects to the apex domain, so URLs recorded without www. Brand is a cashmere/knitwear house: men's ready-to-wear is thin (13 items in polos/t-shirts, 4 in joggers & trousers). search_url_on_file works. Product grid renders each tile twice (hover image), so tile lists show duplicates. tee (parent): Mixed 'Polo Shirts & T-Shirts' category = parent; no tee-only men's collection. Only 1 of 13 items is a T-shirt (Boyd Blue Superfi || polo (parent): Mixed 'Polo Shirts & T-Shirts' category = parent (a narrower mens-cashmere-polo-shirts collection exists but is not in the men's n || dress_shirt NC: appears not to make - no men's woven/dress shirt category; knitwear house whose 'shirts' are overshirts and cashmere knit shirts || dress_pants (cat): No dress-pants category; this is the men's 'Joggers & Trousers' nav category - 3 tailored wool check trousers plus 1 cashmere jogg || sweater (cat): Men's knitwear category; contains a few cashmere bomber/zip jackets alongside jumpers and cardigans. || outerwear (cat): Men's outerwear category (jackets & coats)."
Raffi,https://www.raffionline.com/collections/mens-shirts,https://www.raffionline.com/collections/mens-polos,https://www.raffionline.com/collections/mens-polos,NONE,NONE,https://www.raffionline.com/collections/mens-sweaters,https://www.raffionline.com/collections/mens-outerwear,NONE,raffionline.com,https://www.raffionline.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.raffionline.com","Routes: parent 3, cat 2. Shopify; essentially men's store (9 women's products, cashmere accessories/bundles, none in the men's collections used). Nav labels: 'Tops & Tees'=mens-shirts, 'Polos & Shirts'=mens-polos. search_url_on_file not tested (not needed); /search is standard Shopify, presumably live. tee (parent): mixed tops & tees (crews, henleys, long-sleeve crews, one knit button-down); no tee-only collection || polo (parent): mixed polos + knit button-front shirts; no polo-only collection || dress_shirt (parent): brand has no dress-shirt category; button-front shirts (knit Aqua cotton) live in Polos & Shirts alongside polos. Linen button-ups"
BOSS,https://www.hugoboss.com/us/men-t-shirts/,https://www.hugoboss.com/us/men-polo-shirts/,https://www.hugoboss.com/us/men-business-shirts/,https://www.hugoboss.com/us/men-jeans/,https://www.hugoboss.com/us/men-business-pants/,https://www.hugoboss.com/us/men-knitwear/,https://www.hugoboss.com/us/men-jackets-coats/,https://www.hugoboss.com/us/men-all-shoes/,hugoboss.com,https://www.hugoboss.com/us/search?text=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.hugoboss.com",Routes: cat 8. US store at www.hugoboss.com/us/ - site_domain hugoboss.com matches. Multi-brand house: listings include BOSS and HUGO sub-lines behind an 'ALL BRANDS' dropdown; used the unfiltered men's category per R3. Dress shirts/dress pants exist as 'Business Shirts'/'Business Pants' subcategories. dress_shirt (cat): Business Shirts is BOSS's dress-shirt subcategory under men's Shirts || dress_pants (cat): Business Pants is BOSS's dress-trouser subcategory under men's Pants & Trousers || sweater (cat): nav label 'Sweaters & Cardigans'
Corneliani,https://www.corneliani.com/en_us/mens-clothing/polos-and-t-shirts.html,https://www.corneliani.com/en_us/mens-clothing/polos-and-t-shirts.html,https://www.corneliani.com/en_us/mens-clothing/shirts.html,https://www.corneliani.com/en_us/mens-clothing/jeans-sports-pants.html,https://www.corneliani.com/en_us/mens-clothing/trousers.html,https://www.corneliani.com/en_us/mens-clothing/knitwear.html,https://www.corneliani.com/en_us/mens-clothing/outerwear-coats.html,https://www.corneliani.com/en_us/mens-accessories-and-shoes/shoes.html,corneliani.com,https://www.corneliani.com/en/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.corneliani.com","Routes: cat 5, parent 3. US store at www.corneliani.com/en_us (matches store_used_price_pass). Men's-only house, so all categories are men's by definition. search_url_on_file https://www.corneliani.com/en/search?q= returns a 404 page (Italian copy) - the /en/ locale does not exist; Magento search lives at /en_us/catalogsearch/result/?q=. No separate tee, polo or dress-shirt categories: tees+polos share one listing, and 'Jeans & Slacks' mixes denim with joggers/swim shorts. tee (parent): mixed tees+polos parent category - Corneliani has no separate tee category; men's-only brand || polo (parent): mixed tees+polos parent category - no separate polo category; men's-only brand || dress_shirt (cat): single 'Shirts' category - no separate dress-shirt category; predominantly dress/business shirts with some casual flannel/Oxford b || jeans (parent): 'Jeans & Slacks' parent - mostly jeans plus joggers/swim trunks further down; no jeans-only category; men's-only brand || dress_pants (cat): 'Pants' category = tailored trousers/chinos; men's-only brand || sweater (cat): knitwear category; men's-only brand || outerwear (cat): Outerwear category (coats, field jackets, gilets, overshirts); separate 'Jackets & Blazer' is tailoring; men's-only brand || shoes (cat): men's-only brand"
Canali,https://us.canali.com/clothing/polos-and-t-shirts,https://us.canali.com/clothing/polos-and-t-shirts,https://us.canali.com/clothing/shirts,https://us.canali.com/clothing/pants/denim,https://us.canali.com/clothing/pants,https://us.canali.com/clothing/knitwear,https://us.canali.com/clothing/jackets,https://us.canali.com/shoes,us.canali.com,https://www.canali.com/en_us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: us.canali.com","Routes: cat 5, parent 3. Men's-only brand (whole site is menswear). US store = https://us.canali.com (site_domain on file correct). search_url_on_file https://www.canali.com/en_us/search?q= is dead: it 302s to the us.canali.com homepage and drops the query. Note: every category page's DOM begins with 8 megamenu product links (sneakers/loafers/bag/cap/belt/gloves) before the real grid; tiles reported are from the grid. Pages lazy-load, so a tile read needs a few seconds after navigate. tee (parent): Mixed 'Polos and T-shirts' category = parent; no tee-only category. || polo (parent): Mixed 'Polos and T-shirts' category = parent; mostly polos. || dress_shirt (cat): Single Shirts category covers dress and casual button-ups (neck-size sizing on the dress shirts); no separate dress-shirt category || jeans (cat): Denim sub-category of Pants. || dress_pants (parent): No dress-pants-only category; Pants parent (its only sub-category is denim) and the top of the grid is tailored wool/gabardine tro || sweater (cat): Knitwear category (sweaters/cardigans; a few knit polos included). || outerwear (cat): Jackets = outerwear (coats, raincoats, bombers); tailored blazers live in a separate /clothing/blazers category. || shoes (cat): Top-level Shoes category (sub-categories: dress-and-casual-shoes, loafers, sneakers)."
Thom Browne,https://www.thombrowne.com/collections/mens-t-shirts-polos,https://www.thombrowne.com/collections/mens-t-shirts-polos,https://www.thombrowne.com/collections/mens-shirting,https://www.thombrowne.com/collections/mens-pants,https://www.thombrowne.com/collections/mens-pants,https://www.thombrowne.com/collections/mens-knitwear-sweaters,https://www.thombrowne.com/collections/mens-outerwear,https://www.thombrowne.com/collections/mens-footwear,thombrowne.com,https://www.thombrowne.com/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.thombrowne.com","Routes: cat 5, parent 3. Shopify. site_domain thombrowne.com OK (www.thombrowne.com). search_url_on_file https://www.thombrowne.com/en-us/search?q= is DEAD - /en-us path returns 'PAGE URL NOT FOUND'; live search is https://www.thombrowne.com/search?q=. No separate men's denim/jeans collection exists (/collections/mens-denim = 404, sitemap has no denim handle); denim trousers live inside mens-pants. tee (parent): mixed tees+polos collection = parent; no tee-only men's collection in nav || polo (parent): mixed tees+polos collection = parent; no polo-only men's collection in nav || dress_shirt (cat): brand has no 'dress shirt' label; 'shirting' is the button-up category (oxford/poplin dress shirts) || jeans (parent): no men's denim/jeans collection exists (mens-denim 404, no denim handle in sitemap); denim trousers sit inside the mens-pants pare || dress_pants (cat): tailored trousers category; also contains chinos and a few denim trousers || shoes (cat): parent footwear category over brogues/loafers, sneakers, boots"
Burberry,https://us.burberry.com/l/mens-clothing/polos-t-shirts/t-shirts/,https://us.burberry.com/l/mens-clothing/polos-t-shirts/polos/,https://us.burberry.com/l/mens-clothing/shirts/,https://us.burberry.com/l/mens-clothing/denim/,https://us.burberry.com/l/mens-clothing/pants-shorts/,https://us.burberry.com/l/mens-clothing/knitwear/,https://us.burberry.com/l/mens-coats-jackets/,https://us.burberry.com/l/mens-shoes/,us.burberry.com,https://us.burberry.com/search?search=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: us.burberry.com","Routes: cat 7, parent 1. us.burberry.com as on file; US store, no locale redirect. search_url_on_file https://us.burberry.com/search?search= is LIVE (returns product tiles). Category URLs canonicalise to /l/<cat>/ with trailing slash. No dress-pant-only or tee-only gaps except: no standalone men's dress-trouser category (tailored trousers sit in the blazers-tailored-trousers tailoring bucket, which leads with ties); /l/mens-clothing/pants-shorts/pants/ and .../blazers-tailored-trousers/tailored-trousers/ both 404. dress_shirt (cat): brand has no 'dress shirt' category; Shirts is the button-up category (classic/slim fit dress shirts plus a few overshirts) || jeans (cat): men's Denim category: jeans plus a few denim jackets/trench; no jeans-only slug exists || dress_pants (parent): no men's dress-pants category; Pants & Shorts is the pants parent (chinos + joggers + shorts). Alternative /l/mens-clothing/blazer || sweater (cat): knitwear category: sweaters/cardigans plus a few knit polos || outerwear (cat): parent over coats/jackets/trench-coats/quilts/puffers || shoes (cat): parent over sneakers/boots/loafers-lace-up/sandals"
Herno,https://us.herno.com/en/men/clothing/t-shirts-and-polo-shirts/,https://us.herno.com/en/men/clothing/t-shirts-and-polo-shirts/,https://us.herno.com/en/men/clothing/shirts/,NONE,https://us.herno.com/en/men/clothing/trousers/,https://us.herno.com/en/men/clothing/sweaters-and-cardigan/,https://us.herno.com/en/men/outerwear/,NONE,us.herno.com,https://www.herno.com/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: us.herno.com","Routes: cat 4, parent 2. US store us.herno.com (SFCC, /en/ paths); search_url_on_file www.herno.com/en-us/search 404s -> dead tee (parent): combined T-Shirts & Polo Shirts category; no tee-only category || polo (parent): combined T-Shirts & Polo Shirts category; no polo-only category || dress_shirt (cat): no dress-shirt category; Shirts = button-ups (dress and casual) || dress_pants (cat): Trousers category (no dress-pants-specific); includes a denim jean and cargo shorts || sweater (cat): Sweaters & Cardigan subcategory; parent /clothing/knitwear/ showed only 1 tile so not used; some knit jackets included || outerwear (cat): Outerwear category (includes blazers, vests); down jackets are a separate category /en/men/down-jackets/"
Valstar,NONE,NONE,NONE,NONE,NONE,https://valstarmilano.com/en-us/collections/knitwear,https://valstarmilano.com/en-us/collections/jackets,NONE,valstarmilano.com,https://valstarmilano.com/en-us/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: valstarmilano.com","Routes: coll 2. Shopify; brand has a women's line (collections/woman, valstarino-donna) so not men's-only; unprefixed men's collections are tagged Man; search_url_on_file works (478 results) outerwear (coll): Jackets collection; coats separate at /en-us/collections/coats (raincoats, parkas, coats, all Man); no combined men's outerwear co"
